taxratearea_city,rollyear,usecodedescchar1,effectiveyearbuilt,roll_totalvalue,center_lat,center_lon
INGLEWOOD,2006,Residential,1917,129050,33.96404036,-118.3592455
INGLEWOOD,2006,Residential,1917,133046,33.95850077,-118.3640338
INGLEWOOD,2006,Residential,1917,217770,33.95152614,-118.3562197
INGLEWOOD,2006,Residential,1918,34451,33.9355225,-118.3323035
INGLEWOOD,2006,Residential,1918,55128,33.97009019,-118.3503577
INGLEWOOD,2006,Residential,1918,95497,33.97205339,-118.3568482
INGLEWOOD,2006,Residential,1918,116562,33.95849464,-118.3671179
INGLEWOOD,2006,Residential,1918,123843,33.95839108,-118.3575452
INGLEWOOD,2006,Residential,1918,150258,33.97430045,-118.3610809
INGLEWOOD,2006,Residential,1918,177200,33.95656514,-118.3561967
INGLEWOOD,2006,Residential,1918,181731,33.97607615,-118.3378281
INGLEWOOD,2006,Residential,1918,194823,33.96253588,-118.362612
INGLEWOOD,2006,Residential,1918,209156,33.93799499,-118.3405333
INGLEWOOD,2006,Residential,1918,285090,33.95558041,-118.3591051
INGLEWOOD,2006,Residential,1919,139285,33.96390351,-118.3591941
INGLEWOOD,2006,Residential,1919,155753,33.95944029,-118.3635273
INGLEWOOD,2006,Residential,1919,229888,33.96215151,-118.36137
INGLEWOOD,2006,Residential,1919,230488,33.93222993,-118.3412132
INGLEWOOD,2006,Residential,1919,332273,33.95384247,-118.3550818
INGLEWOOD,2006,Residential,1920,25081,33.95470366,-118.3619381
INGLEWOOD,2006,Residential,1920,34939,33.95486605,-118.3498421
INGLEWOOD,2006,Residential,1920,36900,33.93538126,-118.3346028
INGLEWOOD,2006,Residential,1920,75969,33.9433442,-118.3490061
INGLEWOOD,2006,Residential,1920,76346,33.95298848,-118.349761
INGLEWOOD,2006,Residential,1920,103783,33.9503022,-118.3552502
INGLEWOOD,2006,Residential,1920,121523,33.95082972,-118.3556591
INGLEWOOD,2006,Residential,1920,145867,33.9629387,-118.3461882
INGLEWOOD,2006,Residential,1920,161090,33.95475613,-118.3498421
INGLEWOOD,2006,Residential,1920,161501,33.95253103,-118.3454432
INGLEWOOD,2006,Residential,1920,165394,33.96787502,-118.3540479
INGLEWOOD,2006,Residential,1920,172069,33.95644657,-118.3609663
INGLEWOOD,2006,Residential,1920,181930,33.94793417,-118.3519905
INGLEWOOD,2006,Residential,1920,213282,33.96429993,-118.3481022
INGLEWOOD,2006,Residential,1920,272372,33.93551319,-118.3427354
INGLEWOOD,2006,Residential,1920,322524,33.9586951,-118.3552882
INGLEWOOD,2006,Residential,1920,353735,33.96330548,-118.3465225
INGLEWOOD,2006,Residential,1921,28487,33.94389053,-118.3509392
INGLEWOOD,2006,Residential,1921,59432,33.97523887,-118.346566
INGLEWOOD,2006,Residential,1921,61302,33.97502188,-118.3471058
INGLEWOOD,2006,Residential,1921,89241,33.95807492,-118.3554801
INGLEWOOD,2006,Residential,1921,91294,33.97438005,-118.3473458
INGLEWOOD,2006,Residential,1921,91699,33.94820647,-118.3486594
INGLEWOOD,2006,Residential,1921,94076,33.97417047,-118.3446469
INGLEWOOD,2006,Residential,1921,120224,33.94314655,-118.3374204
INGLEWOOD,2006,Residential,1921,122094,33.9405201,-118.3357398
INGLEWOOD,2006,Residential,1921,134832,33.97562222,-118.3504643
INGLEWOOD,2006,Residential,1921,136633,33.93510721,-118.3336874
INGLEWOOD,2006,Residential,1921,137417,33.93744444,-118.3372523
INGLEWOOD,2006,Residential,1921,140531,33.97677483,-118.3446558
INGLEWOOD,2006,Residential,1921,141622,33.97435496,-118.3493249
INGLEWOOD,2006,Residential,1921,148040,33.94389066,-118.3505437
INGLEWOOD,2006,Residential,1921,152995,33.9331727,-118.3419204
INGLEWOOD,2006,Residential,1921,154366,33.97422756,-118.3624413
INGLEWOOD,2006,Residential,1921,165730,33.97017067,-118.3534136
INGLEWOOD,2006,Residential,1921,174680,33.95906379,-118.3623532
INGLEWOOD,2006,Residential,1921,175247,33.95907534,-118.3652076
INGLEWOOD,2006,Residential,1921,190257,33.96753426,-118.325469
INGLEWOOD,2006,Residential,1921,214519,33.93906288,-118.3368903
INGLEWOOD,2006,Residential,1921,231229,33.9331758,-118.3360613
INGLEWOOD,2006,Residential,1921,250958,33.93800195,-118.33277
INGLEWOOD,2006,Residential,1921,270083,33.95907689,-118.3643829
INGLEWOOD,2006,Residential,1921,284030,33.9591415,-118.3551429
INGLEWOOD,2006,Residential,1921,295800,33.97371222,-118.3451767
INGLEWOOD,2006,Residential,1921,303960,33.95126974,-118.3511633
INGLEWOOD,2006,Residential,1921,320000,33.97655043,-118.3424357
INGLEWOOD,2006,Residential,1921,334415,33.94997417,-118.3511774
INGLEWOOD,2006,Residential,1921,394007,33.95604623,-118.3504324
INGLEWOOD,2006,Residential,1921,418000,33.96916466,-118.3549594
INGLEWOOD,2006,Residential,1921,440000,33.94881686,-118.3514916
INGLEWOOD,2006,Residential,1921,460000,33.95798327,-118.3570609
INGLEWOOD,2006,Residential,1921,500000,33.95240528,-118.3483664
INGLEWOOD,2006,Residential,1922,25621,33.97739548,-118.3372758
INGLEWOOD,2006,Residential,1922,26157,33.97664116,-118.3517317
INGLEWOOD,2006,Residential,1922,27053,33.98057466,-118.3408811
INGLEWOOD,2006,Residential,1922,27858,33.9776543,-118.3396662
INGLEWOOD,2006,Residential,1922,27952,33.98147266,-118.3369906
INGLEWOOD,2006,Residential,1922,28307,33.97660607,-118.3398819
INGLEWOOD,2006,Residential,1922,28846,33.9805273,-118.3443332
INGLEWOOD,2006,Residential,1922,31866,33.98111937,-118.3373441
INGLEWOOD,2006,Residential,1922,32091,33.95745038,-118.3647275
INGLEWOOD,2006,Residential,1922,32614,33.98112561,-118.3388986
INGLEWOOD,2006,Residential,1922,32732,33.98035524,-118.3405445
INGLEWOOD,2006,Residential,1922,33779,33.97951713,-118.3359814
INGLEWOOD,2006,Residential,1922,33876,33.95113115,-118.3604662
INGLEWOOD,2006,Residential,1922,34975,33.98111888,-118.3400682
INGLEWOOD,2006,Residential,1922,35306,33.97585184,-118.3384624
INGLEWOOD,2006,Residential,1922,36904,33.98109093,-118.3372116
INGLEWOOD,2006,Residential,1922,38852,33.95912201,-118.3553093
INGLEWOOD,2006,Residential,1922,39197,33.97799802,-118.3366819
INGLEWOOD,2006,Residential,1922,39427,33.95240415,-118.34995
INGLEWOOD,2006,Residential,1922,40684,33.96123411,-118.3599044
INGLEWOOD,2006,Residential,1922,41347,33.94688972,-118.3501501
INGLEWOOD,2006,Residential,1922,43922,33.95889423,-118.3467827
INGLEWOOD,2006,Residential,1922,47455,33.95188081,-118.3616483
INGLEWOOD,2006,Residential,1922,48995,33.9794889,-118.3366087
INGLEWOOD,2006,Residential,1922,51679,33.97527021,-118.3382773
INGLEWOOD,2006,Residential,1922,54102,33.96417959,-118.3598574
INGLEWOOD,2006,Residential,1922,54829,33.95558351,-118.354574
INGLEWOOD,2006,Residential,1922,56026,33.94845296,-118.3495758
INGLEWOOD,2006,Residential,1922,60133,33.95644062,-118.3591251
INGLEWOOD,2006,Residential,1922,69748,33.95648461,-118.3459323
INGLEWOOD,2006,Residential,1922,74221,33.97998268,-118.3366793
INGLEWOOD,2006,Residential,1922,81219,33.97689234,-118.3365209
INGLEWOOD,2006,Residential,1922,81727,33.97887498,-118.3369991
INGLEWOOD,2006,Residential,1922,89427,33.98020706,-118.3397251
INGLEWOOD,2006,Residential,1922,94116,33.96506924,-118.3492207
INGLEWOOD,2006,Residential,1922,96028,33.94334684,-118.3511364
INGLEWOOD,2006,Residential,1922,96491,33.97995742,-118.3403099
INGLEWOOD,2006,Residential,1922,97616,33.9770118,-118.3472963
INGLEWOOD,2006,Residential,1922,102558,33.9746531,-118.3399294
INGLEWOOD,2006,Residential,1922,110372,33.98010539,-118.3399547
INGLEWOOD,2006,Residential,1922,110604,33.93845384,-118.3376171
INGLEWOOD,2006,Residential,1922,114714,33.95419435,-118.3597807
INGLEWOOD,2006,Residential,1922,114840,33.96316552,-118.3577989
INGLEWOOD,2006,Residential,1922,117587,33.95442877,-118.3443291
INGLEWOOD,2006,Residential,1922,117843,33.97819707,-118.3395663
INGLEWOOD,2006,Residential,1922,117981,33.9805123,-118.3390234
INGLEWOOD,2006,Residential,1922,119043,33.9809205,-118.3367237
INGLEWOOD,2006,Residential,1922,119173,33.98149503,-118.3391617
INGLEWOOD,2006,Residential,1922,119454,33.96868065,-118.3506905
INGLEWOOD,2006,Residential,1922,121236,33.96390647,-118.3576605
INGLEWOOD,2006,Residential,1922,121276,33.95648693,-118.3457736
INGLEWOOD,2006,Residential,1922,121460,33.97780487,-118.337188
INGLEWOOD,2006,Residential,1922,123048,33.95554297,-118.3481534
INGLEWOOD,2006,Residential,1922,123479,33.97612529,-118.3435134
INGLEWOOD,2006,Residential,1922,125365,33.97690264,-118.3435572
INGLEWOOD,2006,Residential,1922,126184,33.97200686,-118.3539508
INGLEWOOD,2006,Residential,1922,128773,33.95767357,-118.3571119
INGLEWOOD,2006,Residential,1922,129701,33.98030888,-118.3394912
INGLEWOOD,2006,Residential,1922,130583,33.98046139,-118.3391402
INGLEWOOD,2006,Residential,1922,133715,33.98144221,-118.3363315
INGLEWOOD,2006,Residential,1922,134667,33.95753589,-118.3657179
INGLEWOOD,2006,Residential,1922,140420,33.93758431,-118.3351511
INGLEWOOD,2006,Residential,1922,141007,33.98041331,-118.3443395
INGLEWOOD,2006,Residential,1922,142237,33.97720974,-118.3497002
INGLEWOOD,2006,Residential,1922,142819,33.94335299,-118.3495366
INGLEWOOD,2006,Residential,1922,143957,33.97616899,-118.3375806
INGLEWOOD,2006,Residential,1922,143962,33.97803119,-118.3389443
INGLEWOOD,2006,Residential,1922,145870,33.95554366,-118.3479951
INGLEWOOD,2006,Residential,1922,145936,33.96253225,-118.3629282
INGLEWOOD,2006,Residential,1922,148852,33.98149582,-118.3390298
INGLEWOOD,2006,Residential,1922,148852,33.95389542,-118.3570346
INGLEWOOD,2006,Residential,1922,149131,33.95146349,-118.3605042
INGLEWOOD,2006,Residential,1922,151339,33.95895648,-118.3487655
INGLEWOOD,2006,Residential,1922,151591,33.94389041,-118.3517305
INGLEWOOD,2006,Residential,1922,151890,33.97716725,-118.3409001
INGLEWOOD,2006,Residential,1922,154215,33.93745041,-118.3326035
INGLEWOOD,2006,Residential,1922,154314,33.95696749,-118.3477185
INGLEWOOD,2006,Residential,1922,154807,33.97917315,-118.335851
INGLEWOOD,2006,Residential,1922,154864,33.97458461,-118.3444544
INGLEWOOD,2006,Residential,1922,155458,33.95705509,-118.3547032
INGLEWOOD,2006,Residential,1922,162887,33.93906296,-118.336756
INGLEWOOD,2006,Residential,1922,163981,33.94875687,-118.3454811
INGLEWOOD,2006,Residential,1922,165394,33.97915728,-118.3362708
INGLEWOOD,2006,Residential,1922,168332,33.95847593,-118.3571237
INGLEWOOD,2006,Residential,1922,169569,33.97704154,-118.3410013
INGLEWOOD,2006,Residential,1922,171158,33.97664149,-118.3590625
INGLEWOOD,2006,Residential,1922,172960,33.95656025,-118.3566654
INGLEWOOD,2006,Residential,1922,173425,33.97709817,-118.3387402
INGLEWOOD,2006,Residential,1922,175927,33.94488511,-118.3545412
INGLEWOOD,2006,Residential,1922,178172,33.9746503,-118.3396182
INGLEWOOD,2006,Residential,1922,178502,33.94784545,-118.3512981
INGLEWOOD,2006,Commercial,1922,179491,33.9786431,-118.3355315
INGLEWOOD,2006,Residential,1922,179728,33.95849629,-118.3613179
INGLEWOOD,2006,Residential,1922,182132,33.98052836,-118.3415423
INGLEWOOD,2006,Residential,1922,185985,33.95300697,-118.3504857
INGLEWOOD,2006,Residential,1922,186476,33.98025788,-118.3396083
INGLEWOOD,2006,Residential,1922,187619,33.98060245,-118.3406177
INGLEWOOD,2006,Residential,1922,188646,33.9760191,-118.3453072
INGLEWOOD,2006,Residential,1922,191371,33.97793117,-118.3367926
INGLEWOOD,2006,Residential,1922,206760,33.96345875,-118.3492312
INGLEWOOD,2006,Residential,1922,208080,33.97572692,-118.3488615
INGLEWOOD,2006,Residential,1922,210956,33.97666428,-118.349225
INGLEWOOD,2006,Residential,1922,215658,33.97703894,-118.3361552
INGLEWOOD,2006,Residential,1922,217175,33.97834295,-118.3368666
INGLEWOOD,2006,Residential,1922,233048,33.97690657,-118.3391627
INGLEWOOD,2006,Residential,1922,236935,33.95648886,-118.345615
INGLEWOOD,2006,Residential,1922,237396,33.98058197,-118.338768
INGLEWOOD,2006,Residential,1922,239291,33.97568482,-118.3433044
INGLEWOOD,2006,Residential,1922,248880,33.97540104,-118.3496701
INGLEWOOD,2006,Residential,1922,274492,33.98111747,-118.3403314
INGLEWOOD,2006,Residential,1922,290271,33.98111607,-118.3405959
INGLEWOOD,2006,Residential,1922,296197,33.9676405,-118.3492452
INGLEWOOD,2006,Residential,1922,312045,33.93551404,-118.3388311
INGLEWOOD,2006,Residential,1922,336152,33.95611893,-118.3536908
INGLEWOOD,2006,Residential,1922,346800,33.94665551,-118.3657503
INGLEWOOD,2006,Residential,1922,354843,33.97039173,-118.3448709
INGLEWOOD,2006,Residential,1922,360000,33.96218401,-118.3642847
INGLEWOOD,2006,Residential,1922,367200,33.97681402,-118.3411806
INGLEWOOD,2006,Residential,1922,374544,33.95673334,-118.3539617
INGLEWOOD,2006,Residential,1922,390000,33.96219323,-118.3576493
INGLEWOOD,2006,Residential,1922,397800,33.95759673,-118.3569266
INGLEWOOD,2006,Residential,1922,399840,33.97882477,-118.3371166
INGLEWOOD,2006,Residential,1922,400000,33.9774529,-118.3389258
INGLEWOOD,2006,Residential,1922,404000,33.97795426,-118.3379081
INGLEWOOD,2006,Residential,1922,465000,33.96242893,-118.361374
INGLEWOOD,2006,Commercial,1922,560000,33.96353899,-118.3514999
INGLEWOOD,2006,Residential,1923,21851,33.94336441,-118.3453474
INGLEWOOD,2006,Residential,1923,22030,33.93949567,-118.3413573
INGLEWOOD,2006,Residential,1923,24716,33.94288756,-118.3480424
INGLEWOOD,2006,Residential,1923,27053,33.98058442,-118.3430906
INGLEWOOD,2006,Residential,1923,27948,33.97931913,-118.3546196
INGLEWOOD,2006,Residential,1923,28846,33.97665336,-118.3504123
INGLEWOOD,2006,Residential,1923,28848,33.97177719,-118.3545582
INGLEWOOD,2006,Residential,1923,29027,33.98028412,-118.3419034
INGLEWOOD,2006,Residential,1923,29569,33.9814802,-118.3447957
INGLEWOOD,2006,Residential,1923,29569,33.98115126,-118.3459909
INGLEWOOD,2006,Residential,1923,29743,33.98147033,-118.3436055
INGLEWOOD,2006,Residential,1923,29748,33.97858608,-118.3446534
INGLEWOOD,2006,Residential,1923,30460,33.97795267,-118.3549794
INGLEWOOD,2006,Residential,1923,30639,33.97900196,-118.3415577
INGLEWOOD,2006,Residential,1923,30651,33.97669387,-118.3384349
INGLEWOOD,2006,Residential,1923,31718,33.97853716,-118.3544825
INGLEWOOD,2006,Residential,1923,32732,33.97923336,-118.3433358
INGLEWOOD,2006,Residential,1923,32973,33.94881718,-118.3510927
INGLEWOOD,2006,Residential,1923,32974,33.97989585,-118.3453843
INGLEWOOD,2006,Residential,1923,33152,33.97823969,-118.3483035
INGLEWOOD,2006,Residential,1923,33333,33.95439067,-118.3497616
INGLEWOOD,2006,Residential,1923,34045,33.93702892,-118.3421116
INGLEWOOD,2006,Residential,1923,34053,33.97995701,-118.3491647
INGLEWOOD,2006,Residential,1923,34054,33.97717836,-118.3529967
INGLEWOOD,2006,Residential,1923,34227,33.93702917,-118.3419138
INGLEWOOD,2006,Residential,1923,34773,33.94334693,-118.350942
INGLEWOOD,2006,Residential,1923,35318,33.98148506,-118.3464903
INGLEWOOD,2006,Residential,1923,36564,33.97912012,-118.3540742
INGLEWOOD,2006,Residential,1923,37824,33.95726638,-118.3674063
INGLEWOOD,2006,Residential,1923,38076,33.97978506,-118.3469625
INGLEWOOD,2006,Residential,1923,39623,33.94670251,-118.3556765
INGLEWOOD,2006,Residential,1923,40422,33.98005473,-118.3535379
INGLEWOOD,2006,Residential,1923,41348,33.97891962,-118.3455331
INGLEWOOD,2006,Residential,1923,43101,33.95637913,-118.3488185
INGLEWOOD,2006,Residential,1923,44669,33.97857219,-118.3509873
INGLEWOOD,2006,Residential,1923,45749,33.97993198,-118.3427263
INGLEWOOD,2006,Residential,1923,46459,33.97910796,-118.3532505
INGLEWOOD,2006,Residential,1923,49192,33.98148487,-118.3456614
INGLEWOOD,2006,Residential,1923,49199,33.98006164,-118.3537401
INGLEWOOD,2006,Residential,1923,51081,33.97854113,-118.3541552
INGLEWOOD,2006,Residential,1923,54102,33.95906066,-118.3662657
INGLEWOOD,2006,Residential,1923,55026,33.98148409,-118.3411255
INGLEWOOD,2006,Residential,1923,65131,33.97800365,-118.3438509
INGLEWOOD,2006,Residential,1923,68219,33.97601538,-118.3455062
INGLEWOOD,2006,Residential,1923,69748,33.96029287,-118.3609407
INGLEWOOD,2006,Residential,1923,75647,33.97538481,-118.3458489
INGLEWOOD,2006,Residential,1923,77648,33.9811057,-118.3424054
INGLEWOOD,2006,Residential,1923,79696,33.95809903,-118.3598578
INGLEWOOD,2006,Residential,1923,81035,33.96418128,-118.3468504
INGLEWOOD,2006,Residential,1923,86094,33.97948578,-118.3427496
INGLEWOOD,2006,Residential,1923,87672,33.97891175,-118.3448404
INGLEWOOD,2006,Residential,1923,88716,33.97938482,-118.3429838
INGLEWOOD,2006,Residential,1923,89162,33.97518344,-118.3460153
INGLEWOOD,2006,Residential,1923,91013,33.97831621,-118.3559019
INGLEWOOD,2006,Residential,1923,92173,33.94347958,-118.3477322
INGLEWOOD,2006,Residential,1923,94585,33.98027272,-118.3469625
INGLEWOOD,2006,Residential,1923,95109,33.98027367,-118.3468046
INGLEWOOD,2006,Residential,1923,95273,33.98140062,-118.3490129
INGLEWOOD,2006,Residential,1923,95723,33.97846189,-118.3389513
INGLEWOOD,2006,Residential,1923,96250,33.97713009,-118.3442856
INGLEWOOD,2006,Residential,1923,99360,33.97682838,-118.3379266
INGLEWOOD,2006,Residential,1923,101553,33.94793467,-118.3514912
INGLEWOOD,2006,Residential,1923,102728,33.97956697,-118.3458782
INGLEWOOD,2006,Residential,1923,103926,33.97950335,-118.3517014
INGLEWOOD,2006,Residential,1923,104171,33.97907893,-118.3423484
INGLEWOOD,2006,Residential,1923,105034,33.98149005,-118.3403327
INGLEWOOD,2006,Residential,1923,108657,33.96336186,-118.3620375
INGLEWOOD,2006,Residential,1923,109638,33.96418498,-118.3593562
INGLEWOOD,2006,Residential,1923,113291,33.97902663,-118.3438145
INGLEWOOD,2006,Residential,1923,113435,33.97882634,-118.3429344
INGLEWOOD,2006,Residential,1923,113504,33.97414672,-118.3546515
INGLEWOOD,2006,Residential,1923,113656,33.95601867,-118.3630895
INGLEWOOD,2006,Residential,1923,114263,33.98148863,-118.3405972
INGLEWOOD,2006,Residential,1923,116812,33.98093565,-118.3513299
INGLEWOOD,2006,Residential,1923,118089,33.9814751,-118.3426701
INGLEWOOD,2006,Residential,1923,118562,33.94207833,-118.3540858
INGLEWOOD,2006,Residential,1923,118889,33.95226757,-118.3566309
INGLEWOOD,2006,Residential,1923,121419,33.96313857,-118.3619515
INGLEWOOD,2006,Residential,1923,121476,33.98003103,-118.3424925
INGLEWOOD,2006,Residential,1923,121699,33.93949591,-118.3404341
INGLEWOOD,2006,Residential,1923,121837,33.97768888,-118.3482956
INGLEWOOD,2006,Residential,1923,122544,33.97734684,-118.3405345
INGLEWOOD,2006,Residential,1923,122676,33.94296611,-118.3468745
INGLEWOOD,2006,Residential,1923,122808,33.97967537,-118.3452686
INGLEWOOD,2006,Residential,1923,123598,33.98113532,-118.3453215
INGLEWOOD,2006,Residential,1923,126184,33.97765702,-118.3454727
INGLEWOOD,2006,Residential,1923,126322,33.97944559,-118.346457
INGLEWOOD,2006,Residential,1923,126402,33.96934671,-118.3209193
INGLEWOOD,2006,Residential,1923,127332,33.97892803,-118.3548118
INGLEWOOD,2006,Residential,1923,127517,33.98001844,-118.3520998
INGLEWOOD,2006,Residential,1923,128287,33.97935844,-118.3445695
INGLEWOOD,2006,Residential,1923,128521,33.97694256,-118.3434301
INGLEWOOD,2006,Residential,1923,129048,33.96349924,-118.3620401
INGLEWOOD,2006,Residential,1923,130460,33.94108865,-118.3431935
INGLEWOOD,2006,Residential,1923,130561,33.97792725,-118.3555471
INGLEWOOD,2006,Residential,1923,131211,33.95389401,-118.357246
INGLEWOOD,2006,Residential,1923,131281,33.98116516,-118.3443343
INGLEWOOD,2006,Residential,1923,131422,33.9781583,-118.3511464
INGLEWOOD,2006,Residential,1923,132312,33.97930102,-118.3412142
INGLEWOOD,2006,Residential,1923,132691,33.98115033,-118.3463208
INGLEWOOD,2006,Residential,1923,132738,33.98061326,-118.3451002
INGLEWOOD,2006,Residential,1923,132738,33.94381305,-118.3545397
INGLEWOOD,2006,Residential,1923,133670,33.9772859,-118.3478471
INGLEWOOD,2006,Residential,1923,133715,33.98148535,-118.3409936
INGLEWOOD,2006,Residential,1923,134959,33.98053132,-118.3439051
INGLEWOOD,2006,Residential,1923,135663,33.98008171,-118.3442735
INGLEWOOD,2006,Residential,1923,137208,33.95694133,-118.3582247
INGLEWOOD,2006,Residential,1923,137657,33.96413697,-118.3590019
INGLEWOOD,2006,Residential,1923,139352,33.97887692,-118.3428171
INGLEWOOD,2006,Residential,1923,141374,33.95426712,-118.3489694
INGLEWOOD,2006,Residential,1923,141768,33.98118865,-118.3449886
INGLEWOOD,2006,Residential,1923,142099,33.97813039,-118.353989
INGLEWOOD,2006,Residential,1923,142572,33.94336344,-118.3507789
INGLEWOOD,2006,Residential,1923,143341,33.98148151,-118.3441356
INGLEWOOD,2006,Residential,1923,143437,33.97912942,-118.3422313
INGLEWOOD,2006,Residential,1923,144184,33.97570777,-118.3427775
INGLEWOOD,2006,Residential,1923,144394,33.97813686,-118.3533293
INGLEWOOD,2006,Residential,1923,144654,33.9766242,-118.3534895
INGLEWOOD,2006,Residential,1923,145217,33.9565342,-118.3487298
INGLEWOOD,2006,Residential,1923,145867,33.97908466,-118.3503843
